job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric
24255754,wordcraft_data,complex,0,train,KvsAll,train,1,6.738971214418621,0.0,6.738971214418621,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,2,3.6351875257856063,0.0,3.6351875257856063,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,3,2.4210104320581367,0.0,2.4210104320581367,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,4,1.733090632610595,0.0,1.733090632610595,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,5,1.3799668905121572,0.0,1.3799668905121572,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,6,1.1659034513469013,0.0,1.1659034513469013,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,7,1.034291293825009,0.0,1.034291293825009,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,8,0.9160235542377443,0.0,0.9160235542377443,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,9,0.8290350047606334,0.0,0.8290350047606334,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,10,0.7547491687526872,0.0,0.7547491687526872,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,11,0.7182552739007622,0.0,0.7182552739007622,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,12,0.6814888159576745,0.0,0.6814888159576745,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,13,0.6457684561576766,0.0,0.6457684561576766,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,14,0.634347475948064,0.0,0.634347475948064,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,15,0.5937122999417391,0.0,0.5937122999417391,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,16,0.566243850266821,0.0,0.566243850266821,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,17,0.5475139807747467,0.0,0.5475139807747467,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,18,0.5484330909745705,0.0,0.5484330909745705,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,19,0.5002575747879514,0.0,0.5002575747879514,mean_reciprocal_rank_filtered_with_test,
24255754,wordcraft_data,complex,0,train,KvsAll,train,20,0.48374892771913164,0.0,0.48374892771913164,mean_reciprocal_rank_filtered_with_test,
3e683b8e,wordcraft_data,complex,0,valid,entity_ranking,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.1989117598717186
3e683b8e,wordcraft_data,complex,0,valid,entity_ranking,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.2774904641052716
3e683b8e,wordcraft_data,complex,0,valid,entity_ranking,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.31063487735745027
3e683b8e,wordcraft_data,complex,0,valid,entity_ranking,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.32825516308343133
